Employee Id,Name,Job Title,Email,Manager,Status,Start Date,Department,Location,Salary,Bonus,End Date,Photo,Performance,Project,Entity,Recruiting,Skill,Role,Utilization,Source,level
p_jpyTdYaERASbrPgCmubq1,Francis Mccracken,Junior Sales Representative,francis.mccracken@outlook.com,p_BQQu7D5Ta0n873Hpwsrx2,Active,11/01/2018,Cloud Computing,"London, United Kingdom",68297.23655,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Marketing 2.0,Agentnoon Asia Inc.,,,,,,4
p_MxANuTtpeuuWS3t99fUAANL,Raquel Gemmill,Senior Chief Financial Officer,raquel.gemmill@outlook.com,p_BQQu7D5Ta0n873Hpwsrx2,Active,01/06/2018,User Experience (UX) Design,"Dubai, United Arab Emirates",69023.8902,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Re-Design,Agentnoon Asia Inc.,,,,,,4
p_eDEweIUJn08Dhv9btiNAN0,Margaret Renfroe,Demand Generation Manager,margaret.renfroe@godaddy.com,p_BQQu7D5Ta0n873Hpwsrx2,Active,22/01/2018,Customer Support and Success,"Dubai, United Arab Emirates",60241.24387,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Re-Design,Agentnoon Canada Inc.,,,,,,4
p_DKVjuSDKLZ34ANsgSXpYNDKPL,Monica Carbone,Junior Network Engineer,monica.carbone@agentnoon.com,p_BQQu7D5Ta0n873Hpwsrx2,Active,12/02/2018,Digital Marketing,"Dubai, United Arab Emirates",69022.48849,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Re-Design,Agentnoon EU Inc.,,,,,,4
p_vH81dHQaN1ZjzJyB8FVnk,Simon Fuller,Lead Systems Analyst,simon.fuller@efficientoffice.com,p_x7BMwcjZLVejCnQnhVsDT,Active,04/02/2018,Cloud Computing,"Berlin, Germany",73062.79334,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Retention,Agentnoon Asia Inc.,,,,,,4
p_BlplI60xmJdfwM3OPAbcd,Dana Caldwell,Senior Graphic Designer,dana.caldwell@godaddy.com,p_x7BMwcjZLVejCnQnhVsDT,Active,07/02/2018,Cybersecurity,"Sao Paulo, Brazil",71512.87856,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Marketing 2.0,Agentnoon Canada Inc.,,,,,,4
p_BlFWKfD0vVDFOANGTDAfCu,Nancy Firestone,Intermediate Quality Assurance Analyst,nancy.firestone@gmail.com,p_x7BMwcjZLVejCnQnhVsDT,Active,18/01/2018,Quality Assurance,"Dubai, United Arab Emirates",62106.90879,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Re-Design,Agentnoon USA Inc.,,,,,,4
p_ANrizAy4DKd40tA5ZPSwtCH,Janelle Polley,Principal Senior Developer,janelle.polley@yahoo.com,p_x7BMwcjZLVejCnQnhVsDT,Active,02/02/2018,Digital Marketing,"Sao Paulo, Brazil",69196.89298,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Retention,Agentnoon Asia Inc.,,,,,,4
p_WV77atKdlCVvcxuANuXIRR,Jerry Clemons,Principal VP of Sales,jerry.clemons@agentnoon.com,p_5RpX1WiN4bfD2y5DKTI3ud,Active,01/01/2018,Data Science,"Tokyo, Japan",60947.09815,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Audit,Agentnoon Canada Inc.,,,,,,4
p_4DGAEpTfpxfncmBvW18Is,Juan Mcraney,Senior Compliance Auditor,juan.mcraney@agentnoon.com,p_5RpX1WiN4bfD2y5DKTI3ud,Active,06/01/2018,Sales and Business Development,"San Francisco, United States",63574.77284,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Marketing 2.0,Agentnoon Canada Inc.,,,,,,4
p_Ak2HlWDKzcXAtE7h3O70FR,Michael Mccoy,Junior Business Analyst,michael.mccoy@outlook.com,p_5RpX1WiN4bfD2y5DKTI3ud,Active,24/01/2018,Systems Administration,"Toronto, Canada",66979.63281,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Re-Design,Agentnoon EU Inc.,,,,,,4
p_cAz37ANfFDfaj5TvI3ANio4,Sarah Leos,Staff UI Designer (User Interface Designer),sarah.leos@agentnoon.com,p_gnLtlUC8J0cVOJoUdr7nO,Active,09/02/2018,Information Technology,"London, United Kingdom",65100.46894,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Retention,Agentnoon EU Inc.,,,,,,4
p_Rf3J27CUdtXqUDpMuy9wx,Shannon Auker,Lead CFO,shannon.auker@outlook.com,p_gnLtlUC8J0cVOJoUdr7nO,Active,18/01/2018,Business Intelligence,"Berlin, Germany",69056.15927,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Retention,Agentnoon EU Inc.,,,,,,4
p_1mjzbva92ql1ieIs0fAO1,Michael Gabbert,Staff VP of Marketing,michael.gabbert@godaddy.com,p_gnLtlUC8J0cVOJoUdr7nO,Active,07/03/2018,Information Technology,"Dubai, United Arab Emirates",69778.1305,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Re-Design,Agentnoon Canada Inc.,,,,,,4
p_IGPpoYX0fH0hnkK0ZDvdk,Barbara Mumford,Staff CFO,barbara.mumford@godaddy.com,p_gNcKNPLtTLojpvQCSqgp0,Active,28/03/2018,User Interface (UI) Design,"Dubai, United Arab Emirates",68190.91438,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Retention,Agentnoon USA Inc.,,,,,,4
p_xxePoR00frSfMzmrvxsn9,Selina Mcknight,Junior UI Designer (User Interface Designer),selina.mcknight@yahoo.com,p_gNcKNPLtTLojpvQCSqgp0,Active,05/01/2018,Information Technology,"San Francisco, United States",70810.27672,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Retention,Agentnoon Canada Inc.,,,,,,4
p_gqyhWLd3tiiCJTmjNmIGt,Jessica Adams,Staff VP of Marketing,jessica.adams@yahoo.com,p_gNcKNPLtTLojpvQCSqgp0,Active,22/03/2018,Systems Administration,"San Francisco, United States",65253.85398,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Re-Design,Agentnoon Asia Inc.,,,,,,4
p_DmLGmGtf7O8EcZMmlQ1uS,Leland Robinson,Sales Operations Analyst,leland.robinson@gmail.com,p_EA9EHCj7I9dZrknZw3QI2,Active,23/04/2018,Finance and Accounting,"London, United Kingdom",64796.6772,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Re-Design,Agentnoon USA Inc.,,,,,,4
p_6ZFSk2PtGyw2G19oaqYTn,Helen Jones,Lead Systems Analyst,helen.jones@efficientoffice.com,p_EA9EHCj7I9dZrknZw3QI2,Active,29/05/2018,User Experience (UX) Design,"Sydney, Australia",60159.94701,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Re-Design,Agentnoon EU Inc.,,,,,,4
p_ixVbPN9wzhCsIewhFksbP,Elroy Pecci,Intermediate Sales Operations Analyst,elroy.pecci@agentnoon.com,p_EA9EHCj7I9dZrknZw3QI2,Active,23/01/2018,Systems Administration,"Tokyo, Japan",68783.04342,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Retention,Agentnoon USA Inc.,,,,,,4
p_OyKlDnezepptA1A52DKcPI,Jennifer Alston,Intermediate VP of Marketing,jennifer.alston@outlook.com,p_PrA0hqXcJbIyFs1CZZsDK8,Active,16/03/2018,Information Technology,"Tokyo, Japan",56953.88101,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Audit,Agentnoon USA Inc.,,,,,,4
p_LcGQANYjh2Cs8g5dE00VFW,Rachel Bryan,Intermediate VP of Customer Success,rachel.bryan@efficientoffice.com,p_PrA0hqXcJbIyFs1CZZsDK8,Active,01/01/2018,Business Intelligence,"Berlin, Germany",67786.52873,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Retention,Agentnoon Canada Inc.,,,,,,4
p_W9jDK4FoF7EFPpvDOH3EYs,Sheena Mackiewicz,Financial Analyst,sheena.mackiewicz@efficientoffice.com,p_PrA0hqXcJbIyFs1CZZsDK8,Active,25/03/2018,Information Technology,"San Francisco, United States",63457.47899,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Re-Design,Agentnoon Asia Inc.,,,,,,4
p_aRRtm9Acuz0PBPpR10fHV,Cheryl Ingram,Senior Event Coordinator,cheryl.ingram@outlook.com,p_iqIttbVoFeJRDXb60tjuN,Active,16/01/2018,Business Intelligence,"San Francisco, United States",62714.32861,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Audit,Agentnoon Canada Inc.,,,,,,4
p_uLA5hDKiANSfvkazUEhIufe,Thomas Reis,Lead HR Generalist (Human Resources Generalist),thomas.reis@efficientoffice.com,p_iqIttbVoFeJRDXb60tjuN,Active,17/02/2018,User Experience (UX) Design,"Tokyo, Japan",77995.93497,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Self-serve,Agentnoon Asia Inc.,,,,,,4
p_c2r1hDIgY006KJs3whIad,James Reid,Intermediate Customer Success Manager,james.reid@godaddy.com,p_iqIttbVoFeJRDXb60tjuN,Active,21/03/2018,Information Technology,"Paris, France",62336.73779,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Marketing 2.0,Agentnoon Canada Inc.,,,,,,4
p_zHm0cdkRcJaNEHZzUt6X0,Josephine Smith,Staff Sales Representative,josephine.smith@gmail.com,p_iqIttbVoFeJRDXb60tjuN,Active,22/03/2018,Operations and Logistics,"Paris, France",70114.24372,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Marketing 2.0,Agentnoon EU Inc.,,,,,,4
p_FDKWd32QNLOkDKQYAFOzZ5d,Adam Metz,Staff Sr. HR Administrator,adam.metz@outlook.com,p_9Q5Gr4DKpXvzwSKqTRArne,Active,12/03/2018,Customer Support and Success,"Paris, France",67365.5714,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Re-Design,Agentnoon USA Inc.,,,,,,4
p_0HLq7oBAlGrdp9v4MppmC,Jeff Alexander,Staff IT Support Engineer,jeff.alexander@hotmail.com,p_9Q5Gr4DKpXvzwSKqTRArne,Active,03/04/2018,Data Science,"San Francisco, United States",84873.40623,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Retention,Agentnoon USA Inc.,,,,,,4
p_geBJ3YjTIJEdFN986QCIz,James Annis,Staff Cloud Solutions Architect,james.annis@yahoo.com,p_9Q5Gr4DKpXvzwSKqTRArne,Active,20/01/2018,Systems Administration,"Berlin, Germany",85244.83273,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Marketing 2.0,Agentnoon EU Inc.,,,,,,4
p_fhtbG79mPDKS4SC4I5Sn6G,Vincent Munn,Lead Market Research Analyst,vincent.munn@agentnoon.com,p_I4vuFq7ljxJYbGsRmLfym,Active,17/01/2018,Finance and Accounting,"Sydney, Australia",64094.84523,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Audit,Agentnoon Canada Inc.,,,,,,5
p_7dgJfNiKVANsF3pMnut0hE,Sonia Bauer,Intermediate Sales Operations Analyst,sonia.bauer@agentnoon.com,p_I4vuFq7ljxJYbGsRmLfym,Active,03/06/2018,Customer Support and Success,"Paris, France",56041.74767,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Re-Design,Agentnoon Asia Inc.,,,,,,5
p_6V6MJIRknAsPhehi7UBN5,Albert Hunter,Intermediate Senior Developer,albert.hunter@godaddy.com,p_I4vuFq7ljxJYbGsRmLfym,Active,01/01/2018,Business Intelligence,"Tokyo, Japan",65718.6101,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Marketing 2.0,Agentnoon EU Inc.,,,,,,5
p_1xQ3sbANjqDm1TSgE8M35n,Gerald Lash,Intermediate Systems Administrator,gerald.lash@godaddy.com,p_I4vuFq7ljxJYbGsRmLfym,Active,09/07/2018,Finance and Accounting,"Sao Paulo, Brazil",61309.80474,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Retention,Agentnoon EU Inc.,,,,,,5
p_8xc5OK2DzzEZJtrNFwr57,Lee Newcomb,Intermediate Compliance Auditor,lee.newcomb@gmail.com,p_IsYRLEDMA6XWpjVFyTNAD,Active,05/02/2018,Systems Administration,"Tokyo, Japan",59419.42082,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Marketing 2.0,Agentnoon Asia Inc.,,,,,,5
p_DKjVeFD4WsII1fEf5JjOhz,Guy Widger,Junior Customer Retention Manager,guy.widger@efficientoffice.com,p_IsYRLEDMA6XWpjVFyTNAD,Active,16/02/2018,Digital Marketing,"Sydney, Australia",65491.98146,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Self-serve,Agentnoon EU Inc.,,,,,,5
p_YYFsYbgG6V0QLjds5NoE1,Anita Kawamura,Principal Procurement Specialist,anita.kawamura@outlook.com,p_IsYRLEDMA6XWpjVFyTNAD,Active,11/02/2018,Software Development,"San Francisco, United States",52063.69139,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Re-Design,Agentnoon Canada Inc.,,,,,,5
p_oXtkhQ5WZUANlrLkj1AaUe,Jack Ater,Senior HR Administrator,jack.ater@godaddy.com,p_IsYRLEDMA6XWpjVFyTNAD,Active,23/01/2018,Quality Assurance,"Dubai, United Arab Emirates",65352.69682,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Retention,Agentnoon USA Inc.,,,,,,5
